#! node[i,0]/ C[f,1]/ 
   1  16.18826491
   2  0.83970551
   3  0.18659143
   4  0.07024204
   5  0.05783878
   6  0.07022352
   7  0.06290293
   8  0.06530748
   9  0.06643500
  10  0.06361436
  11  0.06607314
  12  0.06523746
  13  0.06454285
  14  0.06550399
  15  0.06532263
  16  0.06485038
# that is the end of the data
