#! node[i,0]/ C[f,1]/ 
   1  5.10761734
   2  0.26744373
   3  0.06897000
   4  0.07353256
   5  0.06864225
   6  0.07465448
   7  0.06970610
   8  0.07147457
   9  0.07221195
  10  0.07103658
  11  0.07120321
  12  0.07168668
  13  0.07151377
  14  0.07129462
  15  0.07138234
  16  0.07150131
# that is the end of the data
