#! node[i,0]/ C[f,1]/ 
   1  4.58080273
   2  0.24067282
   3  0.06508861
   4  0.07623620
   5  0.06739040
   6  0.07437941
   7  0.07023547
   8  0.07074151
   9  0.07203722
  10  0.07117132
  11  0.07092657
  12  0.07137434
  13  0.07142320
  14  0.07120441
  15  0.07117262
  16  0.07127973
  # that is the end of the data
