#! node[i,0]/ C[f,1]/ 
   1 3.52938603
   2 0.18840100
   3 0.06167905
   4 0.08281816
   5 0.07015920
   6 0.07498487
   7 0.07496704
   8 0.07317610
   9 0.07406044
  10 0.07444994
  11 0.07398785
  12 0.07387694
  13 0.07408551
  14 0.07415116
  15 0.07406088
  16 0.07400858
  # that is the end of the data
