-0.005 0 0
0 0 0
0.005 0.0 0.00099999999875
0.01 9.9999999875e-06 0.000999999995
0.015 9.99999995e-06 0.0019998999875
0.02 2.99989998625e-05 0.001999899975
0.025 2.99989997e-05 0.00299959996625
0.03 5.9994999525e-05 0.00299959994
0.035 5.99949991e-05 0.00399899995501
0.04 9.99849990751e-05 0.00399899991001
0.045 9.99849982002e-05 0.00499800000377
0.05 0.000149964999113 0.00499799993503
0.055 0.00014996499755 0.00599650020253
0.06 0.000209930001138 0.00599650010506
0.065 0.000209929998601 0.00699440069129
0.07 0.000279874008051 0.00699440056009
0.075 0.000279874004202 0.00799160166999
0.08 0.000359790024751 0.00799160150009
0.085 0.000359790019203 0.00898800340857
0.09 0.000449670058837 0.00898800319497
0.095 0.000449670051153 0.00998350625689
0.1 0.000549505121405 0.00998350599461
0.105 0.000549505111099 0.0109780106547
0.11 0.000659285227952 0.0109780103388
0.115 0.000659285214487 0.0119714171416
0.12 0.000778999399369 0.0119714167671
0.125 0.000778999382158 0.0129636263672
0.13 0.000908635663041 0.0129636259291
0.135 0.000908635641448 0.0139545391006
0.14 0.00104818105405 0.0139545385939
0.145 0.00104818102739 0.0149440562407
0.15 0.00119762161645 0.0149440556606
0.155 0.00119762158399 0.0159320788261
0.16 0.00135694240471 0.0159320781676
0.165 0.00135694236567 0.016918508045
0.17 0.00152612748516 0.0169185073031
0.175 0.0015261274387 0.0179032452448
0.18 0.00170515993761 0.0179032444146
0.185 0.00170515988285 0.0188861919425
0.19 0.00189402185704 0.0188861910191
0.195 0.00189402179304 0.019867249834
0.2 0.00209269435538 0.0198672488125
0.205 0.00209269428116 0.0208463208044
0.21 0.00230115756342 0.0208463196799
0.215 0.00230115747796 0.0218233069379
0.22 0.0025193906328 0.0218233057055
0.225 0.00251939053502 0.0227981105269
0.23 0.00274737173807 0.0227981091818
0.235 0.00274737162683 0.0237706340829
0.24 0.0029850780789 0.02377063262
0.245 0.00298507795303 0.0247407803452
0.25 0.00323248588235 0.0247407787599
0.255 0.00323248574063 0.0257084522914
0.26 0.00348957040526 0.0257084505787
0.265 0.00348957024642 0.0266735531469
0.27 0.00375630593673 0.0266735513021
0.275 0.00375630575944 0.0276359863946
0.28 0.00403266580068 0.0276359844128
0.285 0.00403266560357 0.0285956557847
0.29 0.00431862235853 0.0285956536611
0.295 0.00431862214018 0.0295524653441
0.3 0.00461414701197 0.029552463074
0.305 0.00461414677092 0.0305063193864
0.31 0.00491921020583 0.030506316965
0.315 0.00491920994057 0.0314571225215
0.32 0.00523378143105 0.031457119944
0.325 0.00523378114001 0.0324047796649
0.33 0.0055578292277 0.0324047769265
0.335 0.00555782890927 0.0333491960475
0.34 0.00589132118817 0.0333491931436
0.345 0.00589132084071 0.0342902772252
0.35 0.00623422396042 0.034290274151
0.355 0.00623422358222 0.0352279290882
0.36 0.00658650325131 0.035227925839
0.365 0.00658650284061 0.0361620578707
0.37 0.00694812383001 0.0361620544418
0.375 0.00694812338503 0.0370925701602
0.38 0.00731904953161 0.037092566547
0.385 0.0073190490505 0.0380193729071
0.39 0.00769924326068 0.038019369105
0.395 0.00769924274155 0.0389423734339
0.4 0.00808866699502 0.0389423694382
0.405 0.00808866643593 0.0398614794447
0.41 0.00848728178947 0.0398614752509
0.415 0.00848728118844 0.0407765990345
0.42 0.00889504777982 0.040776594638
0.425 0.00889504713482 0.0416876406985
0.43 0.0093119241868 0.0416876360946
0.435 0.00931192349576 0.0425945133411
0.44 0.00973786932021 0.0425945085254
0.445 0.00973786858102 0.0434971262857
0.45 0.0101728405831 0.0434971212536
0.455 0.0101728397936 0.0443953892832
0.46 0.0106167944759 0.0443953840303
0.465 0.0106167936339 0.0452892125217
0.47 0.0110696866011 0.0452892070434
0.475 0.0110696857043 0.0461785066352
0.48 0.0115314716675 0.0461785009272
0.485 0.0115314707136 0.0470631827129
0.49 0.0120021034946 0.0470631767707
0.495 0.0120021024813 0.0479431523082
0.5 0.0124815350177 0.0479431461274
0.505 0.0124815339425 0.0488183274476
0.51 0.0129697182922 0.0488183210238
0.515 0.0129697171528 0.0496886206396
0.52 0.0134666044986 0.0496886139684
0.525 0.0134666032925 0.0505539448836
0.53 0.0139721439474 0.0505539379607
0.535 0.0139721426721 0.051414213679
0.54 0.0144862860842 0.0514142065001
0.545 0.0144862847371 0.0522693410335
0.55 0.0150089794945 0.0522693335943
0.555 0.015008978073 0.0531192414724
0.56 0.0155401719092 0.0531192337687
0.565 0.0155401704107 0.0539638300469
0.57 0.0160798102097 0.0539638220744
0.575 0.0160798086314 0.0548030223428
0.58 0.0166278404331 0.0548030140974
0.585 0.0166278387724 0.0556367344894
0.59 0.017184207778 0.0556367259668
0.595 0.0171842060321 0.0564648831677
0.6 0.0177488566097 0.0564648743638
0.605 0.0177488547757 0.0572873856191
0.61 0.0183217304659 0.0572873765298
0.615 0.018321728541 0.0581041596536
0.62 0.0189027720624 0.0581041502748
0.625 0.0189027700438 0.0589151236587
0.63 0.019491923299 0.0589151139863
0.635 0.0194919211836 0.059720196607
0.64 0.0200891252651 0.0597201866371
0.645 0.02008912305 0.0605192980653
0.65 0.0206943182457 0.0605192877938
0.655 0.0206943159279 0.0613123482021
0.66 0.0213074417278 0.061312337625
0.665 0.0213074393042 0.0620992677962
0.67 0.0219284344057 0.0620992569095
0.675 0.0219284318733 0.0628799782446
0.68 0.0225572341882 0.0628799670445
0.685 0.0225572315437 0.0636544015707
0.69 0.0231937782039 0.0636543900533
0.695 0.0231937754443 0.0644224604321
