#! node[i,0]/ C[f,1]/ 
   1  5.10722937
   2  0.26722091
   3  0.06815673
   4  0.07062048
   5  0.06710316
   6  0.07248622
   7  0.06760729
   8  0.06964091
   9  0.07014410
  10  0.06897188
  11  0.06925517
  12  0.06970115
  13  0.06947371
  14  0.06928035
  15  0.06939760
  16  0.06950462
# that is the end of the data
