#! node[i,0]/ C[f,1]/ 
   1  14.42878843
   2  0.74850069
   3  0.16656137
   4  0.06447254
   5  0.06388960
   6  0.06732979
   7  0.06671521
   8  0.06436077
   9  0.06813398
  10  0.06485796
  11  0.06610737
  12  0.06674595
  13  0.06557251
  14  0.06596640
  15  0.06641635
  16  0.06599250
# that is the end of the data
